size,numberQueries,dataDistribution,snappy_read_times,simd_read_times,rle_read_times,uncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,uncompressed_sizes,readPercentage
25654,10000,0,0.048811,0.05054,0.049415,0.049928,0.019341,0.019413,0.019323,0.019369,0,0,0,0,50
25654,10000,1,0.090454,0.091348,0.090345,0.092277,0.017745,0.017878,0.017679,0.017617,0,0,0,0,100
25654,10000,1,0.053175,0.05187,0.050959,0.051624,0.017791,0.017581,0.01838,0.017623,0,0,0,0,50
25654,10000,2,0.091116,0.088733,0.091665,0.088519,0.019321,0.019329,0.019353,0.019345,0,0,0,0,100
25654,10000,2,0.050965,0.049204,0.050805,0.0502,0.019401,0.019354,0.019355,0.01934,0,0,0,0,50
28860,10000,0,0.102591,0.101553,0.100715,0.10514,0.021753,0.021791,0.0217,0.021739,0,0,0,0,100
28860,10000,0,0.055787,0.056236,0.056238,0.056476,0.02172,0.021687,0.022523,0.021768,0,0,0,0,50
28860,10000,1,0.102347,0.10305,0.104428,0.10168,0.019782,0.019807,0.019854,0.02024,0,0,0,0,100
28860,10000,1,0.055934,0.057071,0.056084,0.056334,0.019802,0.019825,0.019908,0.019804,0,0,0,0,50
28860,10000,2,0.105504,0.10226,0.103832,0.101847,0.021816,0.02173,0.021759,0.021761,0,0,0,0,100
28860,10000,2,0.057006,0.057312,0.057964,0.05805,0.021738,0.022094,0.021765,0.021699,0,0,0,0,50
32467,10000,0,0.117527,0.116793,0.115104,0.116429,0.024488,0.024398,0.024664,0.024406,0,0,0,0,100
32467,10000,0,0.061471,0.062142,0.062266,0.061411,0.024716,0.024463,0.024414,0.024524,0,0,0,0,50
32467,10000,1,0.116688,0.116545,0.116372,0.115822,0.02247,0.022325,0.022284,0.022257,0,0,0,0,100
32467,10000,1,0.063644,0.064724,0.063317,0.063106,0.022496,0.022255,0.022297,0.022292,0,0,0,0,50
32467,10000,2,0.115077,0.117287,0.117231,0.116238,0.024572,0.024713,0.024472,0.024399,0,0,0,0,100
32467,10000,2,0.063271,0.062632,0.063247,0.063617,0.024427,0.024412,0.024415,0.024458,0,0,0,0,50
36525,10000,0,0.130929,0.13265,0.131515,0.130601,0.027573,0.027853,0.027661,0.027588,0,0,0,0,100
36525,10000,0,0.073014,0.070335,0.070936,0.071269,0.027585,0.027574,0.027614,0.027695,0,0,0,0,50
36525,10000,1,0.131747,0.133049,0.130588,0.1329,0.02527,0.025335,0.02517,0.025374,0,0,0,0,100
36525,10000,1,0.069133,0.069834,0.071041,0.069974,0.02517,0.025117,0.025213,0.025394,0,0,0,0,50
36525,10000,2,0.133511,0.132444,0.130258,0.131869,0.027622,0.027586,0.027643,0.02764,0,0,0,0,100
36525,10000,2,0.071469,0.071765,0.071491,0.07141,0.027546,0.027612,0.027623,0.027608,0,0,0,0,50
41090,10000,0,0.148257,0.148041,0.149035,0.148318,0.031008,0.031017,0.031069,0.030981,0,0,0,0,100
41090,10000,0,0.079324,0.079284,0.08049,0.079255,0.031056,0.03102,0.031018,0.031037,0,0,0,0,50
41090,10000,1,0.147157,0.146503,0.150666,0.146831,0.028638,0.02939,0.028649,0.028299,0,0,0,0,100
41090,10000,1,0.078256,0.078995,0.078555,0.078544,0.028303,0.028383,0.02875,0.028493,0,0,0,0,50
41090,10000,2,0.14867,0.148593,0.148275,0.148867,0.030943,0.031036,0.031114,0.030918,0,0,0,0,100
41090,10000,2,0.081446,0.080497,0.081044,0.081364,0.030995,0.031042,0.030926,0.03101,0,0,0,0,50
46226,10000,0,0.171463,0.168395,0.170756,0.171316,0.034817,0.034751,0.034781,0.034802,0,0,0,0,100
46226,10000,0,0.088905,0.089481,0.088154,0.08901,0.03488,0.034817,0.034917,0.034871,0,0,0,0,50
46226,10000,1,0.169761,0.168595,0.171237,0.16961,0.031853,0.031838,0.03179,0.03209,0,0,0,0,100
46226,10000,1,0.091609,0.090422,0.090153,0.091042,0.031856,0.031872,0.031761,0.031946,0,0,0,0,50
46226,10000,2,0.167781,0.169131,0.171379,0.168913,0.034879,0.034866,0.034822,0.034814,0,0,0,0,100
46226,10000,2,0.090502,0.090973,0.090703,0.089952,0.034823,0.034922,0.036102,0.034857,0,0,0,0,50
52004,10000,0,0.189502,0.188242,0.192135,0.191779,0.039127,0.039139,0.039094,0.0391,0,0,0,0,100
52004,10000,0,0.099381,0.098767,0.098597,0.098343,0.039119,0.039138,0.039094,0.039243,0,0,0,0,50
52004,10000,1,0.193683,0.194344,0.193993,0.193551,0.035733,0.035731,0.035692,0.035672,0,0,0,0,100
52004,10000,1,0.10062,0.100602,0.100153,0.100022,0.036061,0.035791,0.03596,0.035671,0,0,0,0,50
52004,10000,2,0.190761,0.191828,0.193421,0.192921,0.039076,0.03909,0.039231,0.039247,0,0,0,0,100
52004,10000,2,0.099786,0.099885,0.09979,0.099487,0.039257,0.03908,0.039159,0.039372,0,0,0,0,50
58504,10000,0,0.217068,0.216353,0.215844,0.214943,0.043951,0.045578,0.043961,0.043828,0,0,0,0,100
58504,10000,0,0.11358,0.113304,0.113322,0.11286,0.043951,0.044081,0.04445,0.043972,0,0,0,0,50
58504,10000,1,0.215643,0.216862,0.215308,0.214527,0.040187,0.040421,0.040134,0.040449,0,0,0,0,100
58504,10000,1,0.112408,0.111647,0.11181,0.11305,0.040189,0.041858,0.040148,0.040124,0,0,0,0,50
58504,10000,2,0.21747,0.21729,0.218505,0.215591,0.044065,0.044656,0.043992,0.043887,0,0,0,0,100
58504,10000,2,0.112793,0.113107,0.112375,0.112233,0.044059,0.044052,0.043908,0.045083,0,0,0,0,50
65817,10000,0,0.246787,0.246423,0.247102,0.246142,0.049646,0.049638,0.04971,0.049766,0,0,0,0,100
65817,10000,0,0.125044,0.125386,0.125465,0.125197,0.04969,0.050664,0.04967,0.049683,0,0,0,0,50
65817,10000,1,0.247011,0.247206,0.244961,0.246246,0.045465,0.04563,0.045688,0.045407,0,0,0,0,100
65817,10000,1,0.128136,0.128344,0.128071,0.128152,0.045371,0.045378,0.045401,0.045533,0,0,0,0,50
65817,10000,2,0.244842,0.246128,0.244828,0.245662,0.049699,0.049687,0.049672,0.049654,0,0,0,0,100
65817,10000,2,0.126775,0.127374,0.127589,0.127618,0.050074,0.049634,0.049784,0.04957,0,0,0,0,50
74044,10000,0,0.279321,0.277293,0.27794,0.27816,0.056299,0.055758,0.056607,0.055839,0,0,0,0,100
74044,10000,0,0.147375,0.146828,0.147535,0.146926,0.055777,0.055971,0.056016,0.05589,0,0,0,0,50
74044,10000,1,0.27799,0.278444,0.277782,0.278411,0.05122,0.051035,0.051095,0.052429,0,0,0,0,100
74044,10000,1,0.146238,0.146126,0.146236,0.146193,0.051241,0.051043,0.051169,0.051105,0,0,0,0,50
74044,10000,2,0.280028,0.280846,0.279873,0.279975,0.055883,0.056328,0.055787,0.055959,0,0,0,0,100
74044,10000,2,0.14223,0.142783,0.142849,0.142865,0.055897,0.055793,0.055737,0.055918,0,0,0,0,50
83299,10000,0,0.317528,0.318789,0.316564,0.315684,0.062709,0.063491,0.06269,0.062707,0,0,0,0,100
83299,10000,0,0.162197,0.162374,0.162513,0.162379,0.062736,0.062673,0.062736,0.062771,0,0,0,0,50
83299,10000,1,0.314492,0.312264,0.314205,0.312745,0.057333,0.05778,0.057244,0.057634,0,0,0,0,100
83299,10000,1,0.167084,0.166202,0.166764,0.16679,0.059025,0.057676,0.057304,0.057365,0,0,0,0,50
83299,10000,2,0.313217,0.313489,0.31515,0.314751,0.062859,0.062891,0.064942,0.062722,0,0,0,0,100
83299,10000,2,0.162264,0.162342,0.162181,0.161543,0.062885,0.062714,0.062617,0.062944,0,0,0,0,50
93711,10000,0,0.357058,0.35644,0.35869,0.356996,0.070482,0.070402,0.07115,0.070372,0,0,0,0,100
93711,10000,0,0.182397,0.181836,0.182549,0.182141,0.070443,0.070461,0.071152,0.070397,0,0,0,0,50
93711,10000,1,0.352756,0.352078,0.354082,0.352508,0.06465,0.064749,0.064401,0.064385,0,0,0,0,100
93711,10000,1,0.185972,0.185431,0.185664,0.185351,0.067532,0.064706,0.064339,0.064464,0,0,0,0,50
93711,10000,2,0.357555,0.355166,0.355796,0.357185,0.070424,0.070541,0.070432,0.070541,0,0,0,0,100
93711,10000,2,0.181449,0.182021,0.181416,0.181424,0.070357,0.070393,0.070637,0.070395,0,0,0,0,50
105424,10000,0,0.400514,0.400474,0.39978,0.400059,0.079314,0.081322,0.079243,0.079497,0,0,0,0,100
105424,10000,0,0.20699,0.206342,0.206711,0.20631,0.079121,0.079626,0.079362,0.079922,0,0,0,0,50
105424,10000,1,0.402107,0.401848,0.403287,0.402955,0.072583,0.072695,0.072495,0.072303,0,0,0,0,100
105424,10000,1,0.208262,0.208186,0.207961,0.20798,0.073183,0.072354,0.072378,0.072314,0,0,0,0,50
105424,10000,2,0.399684,0.400466,0.398394,0.399709,0.079113,0.079221,0.079411,0.079028,0,0,0,0,100
105424,10000,2,0.199342,0.199243,0.199928,0.20014,0.079065,0.079075,0.079307,0.081478,0,0,0,0,50
118602,10000,0,0.451761,0.451242,0.453215,0.452446,0.088933,0.089083,0.088856,0.089015,0,0,0,0,100
118602,10000,0,0.229324,0.228867,0.229161,0.229108,0.093021,0.089059,0.093254,0.091169,0,0,0,0,50
118602,10000,1,0.453743,0.455292,0.452994,0.45514,0.081318,0.081369,0.081434,0.081432,0,0,0,0,100
118602,10000,1,0.2287,0.229191,0.229666,0.228729,0.095983,0.081167,0.081412,0.081649,0,0,0,0,50
118602,10000,2,0.453615,0.453076,0.451928,0.453246,0.089196,0.088874,0.088884,0.089103,0,0,0,0,100
118602,10000,2,0.234319,0.234288,0.234772,0.235416,0.088849,0.089008,0.089634,0.089125,0,0,0,0,50
133427,10000,0,3.89937,8.43922,10.0223,3.00587,0.182564,0.184838,0.182553,0.181147,1048627,1050676,1048576,1048576,100
133427,10000,0,1.94087,4.18866,4.94854,1.49977,0.182623,0.184609,0.181692,0.181105,1048627,1050676,1048576,1048576,50
133427,10000,1,3.92014,8.44253,10.0547,3.0143,0.135335,0.137184,0.1349,0.134112,1048621,1050676,1048576,1048576,100
133427,10000,1,1.96825,4.16717,4.93626,1.50904,0.136005,0.137006,0.135125,0.134844,1048625,1050676,1048576,1048576,50
133427,10000,2,3.95611,8.44045,10.0089,2.9966,0.182821,0.183651,0.181704,0.180638,1048627,1050676,1048576,1048576,100
133427,10000,2,1.91784,4.1734,4.95406,1.49035,0.18231,0.185001,0.18141,0.181047,1048627,1050676,1048576,1048576,50
150105,10000,0,3.64246,7.64096,9.05504,2.83254,0.194687,0.196096,0.194141,0.19367,1048627,1050676,1048576,1048576,100
150105,10000,0,1.85069,3.8343,4.52695,1.41175,0.194349,0.196182,0.194776,0.193369,1048627,1050676,1048576,1048576,50
150105,10000,1,3.67594,7.69793,9.12907,2.85881,0.146723,0.14849,0.146881,0.146004,1048624,1050676,1048576,1048576,100
150105,10000,1,1.86167,3.82008,4.50727,1.39198,0.147347,0.1485,0.146527,0.145457,1048637,1050676,1048576,1048576,50
150105,10000,2,3.70098,7.6906,9.05031,2.82658,0.195297,0.197359,0.195079,0.193381,1048627,1050676,1048576,1048576,100
150105,10000,2,1.87547,3.85621,4.54763,1.41669,0.195482,0.197787,0.194462,0.193983,1048627,1050676,1048576,1048576,50
168868,10000,0,3.47039,7.0167,8.25075,2.66481,0.208326,0.210331,0.211241,0.207085,1048627,1050676,1048576,1048576,100
168868,10000,0,1.71668,3.49836,4.07369,1.32292,0.208514,0.210453,0.20807,0.207292,1048627,1050676,1048576,1048576,50
168868,10000,1,3.4443,6.98899,8.22741,2.68486,0.159841,0.161779,0.159382,0.158464,1048624,1050676,1048576,1048576,100
168868,10000,1,1.73837,3.50165,4.05171,1.33694,0.159462,0.161393,0.158692,0.158263,1048626,1050676,1048576,1048576,50
168868,10000,2,3.45547,6.98847,8.25305,2.67288,0.20893,0.210155,0.208741,0.207409,1048627,1050676,1048576,1048576,100
168868,10000,2,1.69425,3.40504,3.95505,1.30118,0.208692,0.211695,0.21212,0.208699,1048627,1050676,1048576,1048576,50
189976,10000,0,3.28034,6.41849,7.42651,2.51719,0.228559,0.226159,0.224749,0.223341,1048627,1050676,1048576,1048576,100
189976,10000,0,1.62148,3.1948,3.6486,1.30637,0.22426,0.226441,0.229118,0.222324,1048627,1050676,1048576,1048576,50
189976,10000,1,3.27361,6.4573,7.46354,2.54495,0.173924,0.175405,0.173569,0.172336,1048627,1050676,1048576,1048576,100
189976,10000,1,1.67364,3.24914,3.7302,1.3211,0.173689,0.175278,0.173708,0.173962,1048630,1050676,1048576,1048576,50
189976,10000,2,3.27587,6.43078,7.43081,2.52484,0.224464,0.226077,0.223828,0.223984,1048627,1050676,1048576,1048576,100
189976,10000,2,1.64209,3.19182,3.66415,1.27694,0.224788,0.226096,0.22311,0.222911,1048627,1050676,1048576,1048576,50
213723,10000,0,3.08253,5.89008,6.72234,2.4576,0.243961,0.243204,0.240697,0.240654,1048627,1050676,1048576,1048576,100
213723,10000,0,1.55235,2.98569,3.38314,1.25524,0.242146,0.243327,0.241197,0.240574,1048627,1050676,1048576,1048576,50
213723,10000,1,3.11416,5.97938,6.80011,2.52915,0.190086,0.199347,0.19058,0.188352,1048628,1050676,1048576,1048576,100
213723,10000,1,1.50118,2.83597,3.20557,1.21008,0.189768,0.191544,0.189257,0.188688,1048631,1050676,1048576,1048576,50
213723,10000,2,3.09854,5.97159,6.81337,2.54015,0.242608,0.24648,0.241338,0.240858,1048627,1050676,1048576,1048576,100
213723,10000,2,1.60655,3.0554,3.44933,1.29927,0.242114,0.244461,0.241214,0.240367,1048627,1050676,1048576,1048576,50
240438,10000,0,3.01534,5.5635,6.29803,2.56366,0.261267,0.263859,0.260971,0.261168,1048627,1050676,1048576,1048576,100
240438,10000,0,1.53638,2.8417,3.19896,1.27544,0.261833,0.263297,0.261939,0.259857,1048627,1050676,1048576,1048576,50
240438,10000,1,2.95958,5.43569,6.14795,2.48678,0.207794,0.209434,0.207936,0.20658,1048627,1050676,1048576,1048576,100
240438,10000,1,1.55344,2.85542,3.20412,1.32273,0.208147,0.209523,0.207507,0.208377,1048625,1050676,1048576,1048576,50
240438,10000,2,3.0359,5.58682,6.32491,2.59145,0.262091,0.264167,0.261861,0.260413,1048627,1050676,1048576,1048576,100
240438,10000,2,1.50374,2.72452,3.06799,1.24307,0.262929,0.26305,0.261744,0.260591,1048627,1050676,1048576,1048576,50
270492,10000,0,4.21216,8.75028,10.1168,3.38173,0.363211,0.36986,0.36347,0.361201,2097254,2101352,2097152,2097152,100
270492,10000,0,2.12344,4.32013,4.986,1.67837,0.364183,0.366736,0.360924,0.360026,2097254,2101352,2097152,2097152,50
270492,10000,1,4.31208,8.73543,10.1209,3.36623,0.269856,0.272353,0.267736,0.267119,2097256,2101352,2097152,2097152,100
270492,10000,1,2.14806,4.39046,5.07529,1.75694,0.271071,0.271989,0.268609,0.266762,2097262,2101352,2097152,2097152,50
270492,10000,2,4.28804,8.80366,10.1825,3.33088,0.363373,0.365905,0.361397,0.361494,2097254,2101352,2097152,2097152,100
270492,10000,2,2.15349,4.37967,5.0531,1.67852,0.362197,0.364529,0.361912,0.360064,2097254,2101352,2097152,2097152,50
304303,10000,0,4.15996,8.06603,9.27768,3.36916,0.387452,0.400942,0.386503,0.384725,2097254,2101352,2097152,2097152,100
304303,10000,0,2.0665,4.00691,4.5337,1.6735,0.390678,0.390875,0.387423,0.386109,2097253,2101352,2097152,2097152,50
304303,10000,1,4.13098,8.05578,9.2364,3.38174,0.292695,0.295025,0.291107,0.289995,2097251,2101352,2097152,2097152,100
304303,10000,1,2.1127,4.06552,4.63352,1.69632,0.293175,0.29536,0.29113,0.290213,2097242,2101352,2097152,2097152,50
304303,10000,2,4.24369,8.08114,9.25816,3.39431,0.388218,0.390355,0.387482,0.384993,2097254,2101352,2097152,2097152,100
304303,10000,2,2.0745,4.01832,4.57002,1.67431,0.389391,0.390773,0.387012,0.384892,2097254,2101352,2097152,2097152,50
342340,10000,0,4.10328,7.59753,8.65861,3.46787,0.415287,0.419412,0.415077,0.413929,2097254,2101352,2097152,2097152,100
342340,10000,0,2.03536,3.76367,4.27046,1.6688,0.416957,0.419592,0.414667,0.414008,2097254,2101352,2097152,2097152,50
342340,10000,1,4.07876,7.56603,8.63282,3.41432,0.331859,0.320522,0.320692,0.315425,2097264,2101352,2097152,2097152,100
342340,10000,1,2.04058,3.75475,4.24501,1.67997,0.357833,0.320686,0.317095,0.315507,2097258,2101352,2097152,2097152,50
342340,10000,2,4.10666,7.61132,8.63141,3.36008,0.417415,0.421064,0.415289,0.413554,2097254,2101352,2097152,2097152,100
342340,10000,2,2.09495,3.77779,4.2869,1.74578,0.416561,0.420444,0.414748,0.413685,2097254,2101352,2097152,2097152,50
385132,10000,0,4.13441,7.27162,8.19518,3.45684,0.447961,0.449999,0.446711,0.451892,2097254,2101352,2097152,2097152,100
385132,10000,0,2.08945,3.61641,4.04569,1.78268,0.447904,0.452398,0.445431,0.445668,2097254,2101352,2097152,2097152,50
385132,10000,1,4.04843,7.0989,8.0197,3.37719,0.347113,0.349281,0.346251,0.344892,2097257,2101352,2097152,2097152,100
385132,10000,1,2.012,3.48839,3.92035,1.68239,0.347606,0.349525,0.345508,0.34465,2097258,2101352,2097152,2097152,50
385132,10000,2,4.02732,7.12746,8.07775,3.37778,0.448572,0.452234,0.445951,0.447267,2097254,2101352,2097152,2097152,100
385132,10000,2,1.95921,3.4312,3.85379,1.68407,0.448614,0.450911,0.446069,0.445353,2097254,2101352,2097152,2097152,50
433273,10000,0,4.72747,8.77765,10.0546,3.88404,0.561334,0.56473,0.562129,0.557945,3145881,3152028,3145728,3145728,100
433273,10000,0,2.38705,4.43949,5.06127,1.98209,0.560977,0.56642,0.55854,0.562251,3145881,3152028,3145728,3145728,50
433273,10000,1,4.68864,8.74881,10.008,3.8929,0.424952,0.429068,0.416429,0.415809,3145878,3152028,3145728,3145728,100
433273,10000,1,2.39121,4.38713,4.97819,1.94548,0.420184,0.423547,0.417145,0.415357,3145892,3152028,3145728,3145728,50
433273,10000,2,4.87362,8.9106,10.1127,3.83903,0.560841,0.565669,0.555861,0.55714,3145880,3152028,3145728,3145728,100
433273,10000,2,2.32459,4.34252,4.90413,1.88547,0.560284,0.564245,0.557993,0.555986,3145881,3152028,3145728,3145728,50
487432,10000,0,4.84238,8.46034,9.56123,4.01433,0.601984,0.602842,0.597272,0.596678,3145881,3152028,3145728,3145728,100
487432,10000,0,2.43331,4.2653,4.80335,2.07641,0.611604,0.606931,0.597176,0.615231,3145881,3152028,3145728,3145728,50
487432,10000,1,4.82763,8.34431,9.4481,4.06253,0.458879,0.46038,0.453927,0.45175,3145887,3152028,3145728,3145728,100
487432,10000,1,2.43804,4.19659,4.73172,2.01967,0.466371,0.459768,0.453349,0.451773,3145883,3152028,3145728,3145728,50
487432,10000,2,4.81436,8.38771,9.45316,3.94895,0.601383,0.604986,0.599062,0.595562,3145881,3152028,3145728,3145728,100
487432,10000,2,2.42732,4.24163,4.78734,2.12046,0.602437,0.606001,0.597684,0.596404,3145881,3152028,3145728,3145728,50
548361,10000,0,5.12295,9.53122,10.8913,4.43874,0.724027,0.727798,0.716753,0.719144,4194508,4202704,4194304,4194304,100
548361,10000,0,2.59777,4.67994,5.32523,2.13833,0.725835,0.750298,0.7197,0.719638,4194508,4202704,4194304,4194304,50
548361,10000,1,5.28445,9.40299,10.6974,4.32465,0.541038,0.543481,0.532976,0.551629,4194509,4202704,4194304,4194304,100
548361,10000,1,2.65424,4.73907,5.33501,2.13091,0.539225,0.543516,0.539753,0.531835,4194519,4202704,4194304,4194304,50
548361,10000,2,5.21163,9.57296,10.8666,4.38484,0.72702,0.728336,0.720905,0.759851,4194508,4202704,4194304,4194304,100
548361,10000,2,2.6522,4.7921,5.42867,2.18316,0.724841,0.7272,0.729251,0.716517,4194508,4202704,4194304,4194304,50
616906,10000,0,5.40634,9.27397,10.3169,4.58751,0.77409,0.781566,0.770978,0.767583,4194508,4202704,4194304,4194304,100
616906,10000,0,2.62986,4.47881,5.063,2.25638,0.775411,0.779946,0.769113,0.768179,4194508,4202704,4194304,4194304,50
616906,10000,1,5.27225,9.02049,10.1458,4.47442,0.585749,0.589761,0.580194,0.578253,4194514,4202704,4194304,4194304,100
616906,10000,1,2.73756,4.58836,5.15451,2.3202,0.585184,0.589925,0.580425,0.578922,4194509,4202704,4194304,4194304,50
616906,10000,2,5.46819,9.18965,10.3406,4.64313,0.776889,0.78152,0.768959,0.768168,4194508,4202704,4194304,4194304,100
616906,10000,2,2.70085,4.51786,5.04677,2.24917,0.774789,0.781488,0.770889,0.767902,4194508,4202704,4194304,4194304,50
694019,10000,0,5.75471,10.0103,11.1299,4.81484,98.1712,100.135,97.4226,98.2937,9437643,9456084,9437184,9437184,100
694019,10000,0,2.8967,4.93229,5.47571,2.44555,101.175,95.5589,102.206,100.285,9437643,9456084,9437184,9437184,50
694019,10000,1,5.68418,9.91166,11.0557,4.77168,72.3678,72.4426,72.4054,74.5356,9437656,9456084,9437184,9437184,100
694019,10000,1,2.81299,5.02334,5.59411,2.47981,78.9319,71.6212,75.461,70.9821,9437656,9456084,9437184,9437184,50
694019,10000,2,5.83898,9.92142,11.1095,4.96831,97.2987,97.1701,102.24,96.4155,9437643,9456084,9437184,9437184,100
694019,10000,2,2.91255,4.95953,5.53726,2.41585,98.4947,100.7,98.2292,101.548,9437643,9456084,9437184,9437184,50
780771,10000,0,5.98348,9.65729,10.7207,5.27237,96.3468,97.8649,100.164,100.099,9437643,9456084,9437184,9437184,100
780771,10000,0,3.01937,4.85424,5.37284,2.61298,98.7464,99.8071,98.6645,99.0414,9437643,9456084,9437184,9437184,50
