size,numberQueries,dataDistribution,snappy_read_times,simd_read_times,rle_read_times,uncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,uncompressed_sizes,readPercentage
12656,10000,1,0.088578,0.174282,0.158567,0.074409,0.008707,0.008676,0.008685,0.008788,131081,131344,131072,131072,50
12656,10000,2,0.044436,0.043486,0.043684,0.043491,0.009649,0.009632,0.009626,0.009688,0,0,0,0,100
12656,10000,2,0.08929,0.175552,0.182846,0.076306,0.009615,0.009716,0.009634,0.009751,131073,131576,131064,131064,50
14238,10000,0,0.049109,0.04911,0.04996,0.049097,0.010835,0.010837,0.010837,0.010875,0,0,0,0,100
14238,10000,0,0.157003,0.343388,0.311147,0.12833,0.010809,0.010835,0.010827,0.010824,131081,131344,131072,131072,50
14238,10000,1,0.050112,0.04906,0.049011,0.048999,0.009811,0.009759,0.009713,0.009738,0,0,0,0,100
14238,10000,1,0.156561,0.341505,0.308748,0.1262,0.009858,0.009797,0.009793,0.009762,131083,131344,131072,131072,50
14238,10000,2,0.049344,0.048937,0.048941,0.049072,0.010854,0.01084,0.010944,0.01082,0,0,0,0,100
14238,10000,2,0.161415,0.351027,0.318176,0.130765,0.010825,0.010847,0.010882,0.010874,131081,131344,131072,131072,50
16017,10000,0,0.055586,0.055566,0.055827,0.055716,0.012306,0.012138,0.012174,0.012162,0,0,0,0,100
16017,10000,0,0.234729,0.514856,0.465501,0.184157,0.012194,0.012389,0.012155,0.012131,131081,131344,131072,131072,50
16017,10000,1,0.056702,0.055656,0.055456,0.058077,0.010923,0.010984,0.011047,0.010983,0,0,0,0,100
16017,10000,1,0.229557,0.509758,0.458819,0.182431,0.010978,0.010972,0.011031,0.010937,131082,131344,131072,131072,50
16017,10000,2,0.055883,0.055507,0.056415,0.055735,0.012208,0.01216,0.01213,0.012217,0,0,0,0,100
16017,10000,2,0.223009,0.506758,0.458729,0.180588,0.012182,0.01215,0.012326,0.01216,131081,131344,131072,131072,50
18019,10000,0,0.479894,1.10634,0.992106,0.384501,0.021841,0.021967,0.0218,0.021496,131081,131344,131072,131072,100
18019,10000,0,0.222685,0.503188,0.454869,0.175807,0.021923,0.022093,0.021768,0.021639,131081,131344,131072,131072,50
18019,10000,1,0.47874,1.10526,0.994029,0.375388,0.017977,0.018176,0.017773,0.0177,131082,131344,131072,131072,100
18019,10000,1,0.228848,0.511927,0.461829,0.181233,0.01799,0.018202,0.017917,0.017784,131080,131344,131072,131072,50
18019,10000,2,0.473846,1.09832,0.988473,0.372587,0.021777,0.022102,0.021643,0.021502,131081,131344,131072,131072,100
18019,10000,2,0.218282,0.489827,0.442181,0.173566,0.021787,0.022198,0.02171,0.021549,131081,131344,131072,131072,50
20271,10000,0,0.441161,0.988668,0.893307,0.34936,0.023506,0.023684,0.023522,0.023192,131081,131344,131072,131072,100
20271,10000,0,0.209902,0.459698,0.414532,0.165669,0.023575,0.023715,0.023397,0.023217,131081,131344,131072,131072,50
20271,10000,1,0.44973,1.00093,0.902457,0.352385,0.019463,0.01966,0.019337,0.019423,131082,131344,131072,131072,100
20271,10000,1,0.202187,0.443511,0.400723,0.163148,0.019465,0.019703,0.019365,0.01927,131082,131344,131072,131072,50
20271,10000,2,0.446669,1.01019,0.903944,0.353446,0.023517,0.023735,0.023511,0.023271,131081,131344,131072,131072,100
20271,10000,2,0.207409,0.456567,0.414253,0.165655,0.023564,0.023662,0.023481,0.023477,131081,131344,131072,131072,50
22804,10000,0,0.41458,0.90695,0.821498,0.33196,0.025396,0.025579,0.025194,0.02517,131081,131344,131072,131072,100
22804,10000,0,0.198491,0.429434,0.38813,0.16414,0.025356,0.025816,0.025286,0.025109,131081,131344,131072,131072,50
22804,10000,1,0.414327,0.904923,0.817894,0.328024,0.021217,0.021387,0.021701,0.020977,131082,131344,131072,131072,100
22804,10000,1,0.193749,0.416167,0.377365,0.158058,0.021218,0.021587,0.021139,0.021204,131081,131344,131072,131072,50
22804,10000,2,0.412946,0.906335,0.819437,0.328699,0.025381,0.02555,0.025194,0.025226,131081,131344,131072,131072,100
22804,10000,2,0.200862,0.431145,0.389968,0.163348,0.025363,0.025718,0.025242,0.025091,131081,131344,131072,131072,50
25654,10000,0,0.383568,0.817146,0.741745,0.312119,0.027496,0.027762,0.027537,0.027221,131081,131344,131072,131072,100
25654,10000,0,0.187751,0.391066,0.356047,0.15527,0.027537,0.027703,0.027345,0.027254,131081,131344,131072,131072,50
25654,10000,1,0.388819,0.826985,0.74738,0.313011,0.023216,0.023348,0.02323,0.022884,131079,131344,131072,131072,100
25654,10000,1,0.187334,0.38799,0.354897,0.154012,0.023353,0.023327,0.023102,0.022996,131083,131344,131072,131072,50
25654,10000,2,0.385206,0.820977,0.745131,0.310836,0.027554,0.027721,0.02746,0.027206,131081,131344,131072,131072,100
25654,10000,2,0.188642,0.393704,0.356761,0.153727,0.027512,0.02776,0.027331,0.027352,131081,131344,131072,131072,50
28860,10000,0,0.364022,0.748899,0.680659,0.299767,0.029948,0.0303,0.029871,0.029668,131081,131344,131072,131072,100
28860,10000,0,0.209437,0.430489,0.393204,0.174047,0.029907,0.030109,0.029757,0.029676,262162,262688,262144,262144,50
28860,10000,1,0.367126,0.755853,0.687299,0.303566,0.025582,0.025721,0.025536,0.025194,131081,131344,131072,131072,100
28860,10000,1,0.208015,0.428339,0.38972,0.169868,0.025541,0.025663,0.025444,0.025037,262163,262688,262144,262144,50
28860,10000,2,0.366459,0.753262,0.684519,0.303746,0.029931,0.030082,0.029841,0.030299,131081,131344,131072,131072,100
28860,10000,2,0.206395,0.42255,0.39398,0.169196,0.030328,0.030078,0.029786,0.029669,262154,262920,262136,262136,50
32467,10000,0,0.353242,0.6958,0.636113,0.292342,0.032636,0.032763,0.032522,0.03233,131081,131344,131072,131072,100
32467,10000,0,0.26822,0.583577,0.527789,0.214634,0.032778,0.032835,0.032584,0.032352,262162,262688,262144,262144,50
32467,10000,1,0.355075,0.704,0.642243,0.295489,0.027824,0.027971,0.027729,0.02749,131081,131344,131072,131072,100
32467,10000,1,0.256847,0.561436,0.509113,0.206229,0.02776,0.028026,0.027755,0.027627,262162,262688,262144,262144,50
32467,10000,2,0.356647,0.709274,0.644557,0.299707,0.032584,0.032771,0.032626,0.03792,131081,131344,131072,131072,100
32467,10000,2,0.26685,0.57912,0.524281,0.213315,0.032733,0.032837,0.032547,0.032613,262162,262688,262144,262144,50
36525,10000,0,0.518166,1.15042,1.02854,0.420512,0.04317,0.043618,0.042945,0.042841,262162,262688,262144,262144,100
36525,10000,0,0.253798,0.545345,0.491424,0.207606,0.043352,0.045022,0.043027,0.043381,262162,262688,262144,262144,50
36525,10000,1,0.518095,1.13969,1.02057,0.416256,0.03557,0.036185,0.03532,0.035358,262161,262688,262144,262144,100
36525,10000,1,0.250912,0.537809,0.485213,0.202089,0.035642,0.035992,0.035315,0.035274,262163,262688,262144,262144,50
36525,10000,2,0.521599,1.14184,1.02975,0.417796,0.043251,0.043612,0.045004,0.043124,262162,262688,262144,262144,100
36525,10000,2,0.254869,0.54848,0.495704,0.20641,0.043165,0.043605,0.042903,0.042642,262162,262688,262144,262144,50
41090,10000,0,0.495041,1.04768,0.945764,0.402159,0.047251,0.047088,0.046516,0.046647,262162,262688,262144,262144,100
41090,10000,0,0.240771,0.504915,0.455331,0.200096,0.046611,0.047037,0.046532,0.046027,262162,262688,262144,262144,50
41090,10000,1,0.489702,1.03408,0.935195,0.404782,0.038677,0.039084,0.038446,0.038348,262162,262688,262144,262144,100
41090,10000,1,0.243686,0.510308,0.460438,0.199477,0.038749,0.039726,0.038342,0.038295,262162,262688,262144,262144,50
41090,10000,2,0.49609,1.05269,0.944377,0.40356,0.046581,0.047049,0.046572,0.046008,262162,262688,262144,262144,100
41090,10000,2,0.238406,0.493823,0.446786,0.195114,0.046635,0.047032,0.046321,0.046237,262162,262688,262144,262144,50
46226,10000,0,0.481487,0.98276,0.88973,0.399541,0.050444,0.050886,0.050395,0.049952,262162,262688,262144,262144,100
46226,10000,0,0.262369,0.537569,0.487535,0.21483,0.050434,0.051022,0.050103,0.049904,393243,394032,393216,393216,50
46226,10000,1,0.477713,0.973054,0.877804,0.395192,0.042397,0.043273,0.041797,0.041787,262161,262688,262144,262144,100
46226,10000,1,0.259124,0.53544,0.488213,0.214144,0.04206,0.043273,0.041975,0.041965,393243,394032,393216,393216,50
46226,10000,2,0.479343,0.970916,0.880403,0.398599,0.050455,0.050889,0.050441,0.049898,262162,262688,262144,262144,100
46226,10000,2,0.262098,0.538562,0.488862,0.215025,0.050543,0.050776,0.050438,0.049907,393243,394032,393216,393216,50
52004,10000,0,0.569206,1.21895,1.1034,0.461227,0.061935,0.062672,0.061874,0.062982,393243,394032,393216,393216,100
52004,10000,0,0.283504,0.600734,0.545554,0.22866,0.061946,0.062726,0.061713,0.061395,393243,394032,393216,393216,50
52004,10000,1,0.572839,1.21369,1.09445,0.452741,0.051107,0.051453,0.051407,0.050165,393241,394032,393216,393216,100
52004,10000,1,0.278721,0.590807,0.533833,0.227391,0.051014,0.051391,0.050505,0.050209,393244,394032,393216,393216,50
52004,10000,2,0.572323,1.2245,1.10542,0.45869,0.061915,0.062756,0.061646,0.061265,393243,394032,393216,393216,100
52004,10000,2,0.288712,0.606916,0.551514,0.232791,0.061958,0.062676,0.0617,0.061363,393243,394032,393216,393216,50
58504,10000,0,0.558866,1.14085,1.03675,0.459791,0.066974,0.067504,0.066694,0.066123,393243,394032,393216,393216,100
58504,10000,0,0.27694,0.560248,0.509546,0.232988,0.067209,0.06745,0.06655,0.066171,393243,394032,393216,393216,50
58504,10000,1,0.54944,1.12662,1.02432,0.454886,0.055329,0.055761,0.055016,0.054683,393247,394032,393216,393216,100
58504,10000,1,0.278374,0.561288,0.511147,0.228744,0.055392,0.055922,0.05508,0.054707,393240,394032,393216,393216,50
58504,10000,2,0.554942,1.13702,1.03138,0.457285,0.066726,0.067307,0.066446,0.06612,393243,394032,393216,393216,100
58504,10000,2,0.278701,0.563743,0.512826,0.23107,0.066781,0.067516,0.066597,0.066236,393243,394032,393216,393216,50
65817,10000,0,0.607218,1.31606,1.17969,0.495117,0.079659,0.080252,0.079333,0.078815,524324,525376,524288,524288,100
65817,10000,0,0.304497,0.648941,0.586658,0.250861,0.079485,0.080256,0.079252,0.07879,524324,525376,524288,524288,50
65817,10000,1,0.596374,1.28139,1.1618,0.477606,0.064926,0.06582,0.064654,0.064233,524327,525376,524288,524288,100
65817,10000,1,0.307607,0.645336,0.586602,0.248953,0.065151,0.065788,0.06485,0.064116,524325,525376,524288,524288,50
65817,10000,2,0.607294,1.30582,1.18071,0.493996,0.079427,0.080259,0.080268,0.078862,524324,525376,524288,524288,100
65817,10000,2,0.303926,0.644264,0.584112,0.247526,0.07958,0.080506,0.07955,0.078746,524324,525376,524288,524288,50
74044,10000,0,0.602624,1.22537,1.11169,0.496405,0.085604,0.086537,0.085711,0.084923,524324,525376,524288,524288,100
74044,10000,0,0.304193,0.609841,0.556217,0.253149,0.085711,0.086313,0.085663,0.084824,524324,525376,524288,524288,50
74044,10000,1,0.59592,1.20724,1.09942,0.489804,0.070369,0.071783,0.070188,0.069617,524323,525376,524288,524288,100
74044,10000,1,0.301239,0.601544,0.548976,0.250476,0.070556,0.071169,0.070184,0.069917,524328,525376,524288,524288,50
74044,10000,2,0.596709,1.21458,1.10607,0.493575,0.085628,0.086423,0.085556,0.084975,524324,525376,524288,524288,100
74044,10000,2,0.297848,0.599619,0.546359,0.247843,0.085895,0.086423,0.085645,0.084995,524324,525376,524288,524288,50
83299,10000,0,0.644694,1.33146,1.21292,0.521267,1.02341,1.03502,1.02922,1.02663,1179667,1182096,1179648,1179648,100
83299,10000,0,0.317037,0.657154,0.600139,0.259633,1.01368,1.03366,1.02023,1.02319,1179669,1182096,1179648,1179648,50
83299,10000,1,0.629947,1.32051,1.20605,0.520337,0.889647,0.911896,0.918318,0.915774,1179666,1182096,1179648,1179648,100
83299,10000,1,0.318123,0.65128,0.597973,0.25825,0.900025,0.918957,0.921988,0.904145,1179668,1182096,1179648,1179648,50
83299,10000,2,0.637413,1.33066,1.21176,0.52139,0.986793,1.04261,1.01856,1.02064,1179669,1182096,1179648,1179648,100
83299,10000,2,0.317662,0.648018,0.595324,0.261258,1.02288,1.04132,1.03083,1.02475,1179668,1182096,1179648,1179648,50
93711,10000,0,0.64002,1.25944,1.15788,0.536456,1.03641,1.04172,1.03609,1.02764,1179667,1182096,1179648,1179648,100
93711,10000,0,0.333653,0.643741,0.592457,0.279888,1.04041,1.04898,1.02978,1.03408,1310748,1313440,1310720,1310720,50
93711,10000,1,0.647746,1.2545,1.15326,0.543498,0.907098,0.931546,0.921421,0.906207,1179668,1182096,1179648,1179648,100
93711,10000,1,0.325199,0.633146,0.583462,0.277782,0.909106,0.919418,0.925733,0.90888,1310739,1313440,1310720,1310720,50
93711,10000,2,0.643725,1.25745,1.15065,0.534865,1.03139,1.05101,1.03201,1.03375,1179666,1182096,1179648,1179648,100
93711,10000,2,0.331383,0.636838,0.588305,0.276576,1.02929,1.04048,1.03659,1.03019,1310739,1313668,1310712,1310712,50
105424,10000,0,0.665787,1.33128,1.22555,0.547548,1.02648,1.06439,1.04387,1.0557,1310750,1313440,1310720,1310720,100
105424,10000,0,0.341719,0.670868,0.618843,0.282248,1.01073,1.07143,1.04766,1.05137,1310750,1313440,1310720,1310720,50
105424,10000,1,0.654017,1.32698,1.21798,0.552632,0.91207,0.940508,0.973652,0.914665,1310736,1313440,1310720,1310720,100
105424,10000,1,0.333194,0.654266,0.604628,0.27792,0.916799,0.932267,0.956605,0.914218,1310739,1313440,1310720,1310720,50
105424,10000,2,0.672978,1.34768,1.22942,0.557969,1.04728,1.0792,1.04421,1.05034,1310746,1313440,1310720,1310720,100
105424,10000,2,0.332497,0.654166,0.603852,0.277123,1.04461,1.07173,1.04976,1.04336,1310748,1313440,1310720,1310720,50
118602,10000,0,0.697181,1.3983,1.28372,0.564633,1.04541,1.07945,1.06608,1.07086,1441831,1444784,1441792,1441792,100
118602,10000,0,0.340727,0.680293,0.630244,0.282699,1.05022,1.0784,1.06202,1.06141,1441831,1444784,1441792,1441792,50
118602,10000,1,0.671137,1.37451,1.2572,0.55617,0.91608,0.946433,0.940835,0.934264,1441825,1444784,1441792,1441792,100
118602,10000,1,0.339195,0.681148,0.624882,0.282804,0.937426,0.953014,0.964564,0.936026,1441841,1444784,1441792,1441792,50
118602,10000,2,0.689287,1.40231,1.28755,0.569466,1.06234,1.08141,1.06545,1.0707,1441830,1444784,1441792,1441792,100
118602,10000,2,0.341254,0.680633,0.628457,0.285759,1.07055,1.07943,1.07295,1.05935,1441827,1444784,1441792,1441792,50
133427,10000,0,0.71407,1.44451,1.32806,0.586523,1.08648,1.10343,1.09208,1.08532,1572910,1576128,1572864,1572864,100
133427,10000,0,0.370546,0.733618,0.678306,0.303408,1.08079,1.0994,1.0967,1.08865,1572912,1576128,1572864,1572864,50
133427,10000,1,0.692459,1.40934,1.29366,0.576618,0.945442,0.966813,0.962904,0.961395,1572912,1576128,1572864,1572864,100
133427,10000,1,0.347725,0.704722,0.649009,0.294722,0.945264,0.962963,0.961671,0.936533,1572918,1576128,1572864,1572864,50
133427,10000,2,0.715982,1.44843,1.33374,0.587159,1.08636,1.09741,1.08435,1.07931,1572907,1576128,1572864,1572864,100
133427,10000,2,0.349823,0.700457,0.645246,0.28954,1.08755,1.10165,1.0883,1.08362,1572909,1576128,1572864,1572864,50
150105,10000,0,0.750295,1.4888,1.36968,0.640738,1.98991,2.06855,2.03756,2.03424,2228257,2232848,2228224,2228224,100
150105,10000,0,0.383941,0.750425,0.6879,0.322537,2.00407,2.0682,2.04338,2.03389,2228257,2232848,2228224,2228224,50
150105,10000,1,0.748333,1.4731,1.35261,0.630436,1.81005,1.83086,1.80424,1.8023,2228246,2232848,2228224,2228224,100
150105,10000,1,0.378322,0.735065,0.677036,0.317218,1.77254,1.79228,1.91434,1.79206,2228277,2232848,2228224,2228224,50
150105,10000,2,0.757017,1.49116,1.36858,0.632738,2.0274,2.0645,2.03108,2.03701,2228257,2232848,2228224,2228224,100
150105,10000,2,0.382826,0.751056,0.689304,0.323989,2.00094,2.07066,2.03899,2.02187,2228257,2232848,2228224,2228224,50
168868,10000,0,0.76818,1.51225,1.40046,0.659494,2.02059,2.08912,2.05083,2.05787,2359338,2364192,2359296,2359296,100
168868,10000,0,0.396031,0.756297,0.701688,0.335893,2.02827,2.07884,2.06605,2.04662,2359338,2364192,2359296,2359296,50
168868,10000,1,0.770508,1.47688,1.37095,0.64592,1.8378,1.84302,1.83741,1.84724,2359357,2364192,2359296,2359296,100
168868,10000,1,0.387622,0.745366,0.690246,0.333285,1.7746,1.85566,1.82486,1.82632,2359304,2364192,2359296,2359296,50
168868,10000,2,0.777027,1.52339,1.40592,0.663839,1.99105,2.09342,2.06192,2.03573,2359354,2364192,2359296,2359296,100
168868,10000,2,0.389142,0.750006,0.693986,0.335927,2.04645,2.09056,2.04935,2.04955,2359337,2364192,2359296,2359296,50
189976,10000,0,0.815091,1.55296,1.44359,0.699063,2.051,2.12355,2.08709,2.07636,2490419,2495536,2490368,2490368,100
189976,10000,0,0.408098,0.768607,0.71605,0.353953,2.04848,2.10356,2.08911,2.07868,2490419,2495536,2490368,2490368,50
189976,10000,1,0.822214,1.51136,1.40478,0.696637,1.81551,1.86767,1.85806,1.83202,2490433,2495536,2490368,2490368,100
189976,10000,1,0.411893,0.759838,0.713083,0.356358,1.84114,1.86549,1.86676,1.84806,2490431,2495536,2490368,2490368,50
189976,10000,2,0.810904,1.54691,1.4414,0.711234,2.06826,2.11691,2.08293,2.0765,2490419,2495536,2490368,2490368,100
189976,10000,2,0.412269,0.775835,0.723254,0.355993,2.07508,2.10732,2.10187,2.07452,2490419,2495536,2490368,2490368,50
213723,10000,0,0.861606,1.63337,1.50438,0.730841,2.99927,3.10711,3.05207,3.0469,3276861,3283600,3276800,3276800,100
213723,10000,0,0.431356,0.813131,0.750822,0.371478,3.04533,3.08933,3.06995,3.04625,3276857,3283600,3276800,3276800,50
213723,10000,1,0.848056,1.61335,1.48436,0.718735,2.63184,2.69678,2.8422,2.65067,3276845,3283600,3276800,3276800,100
213723,10000,1,0.423096,0.796405,0.741076,0.365646,2.68335,2.7298,2.70578,2.72895,3276901,3283600,3276800,3276800,50
213723,10000,2,0.852972,1.62634,1.49825,0.733944,3.06047,3.07627,3.07452,3.04268,3276854,3283600,3276800,3276800,100
213723,10000,2,0.432236,0.81014,0.752012,0.369591,2.94109,3.09794,3.09472,3.02274,3276893,3283600,3276800,3276800,50
240438,10000,0,0.920078,1.67186,1.55528,0.809642,3.06559,3.10891,3.08561,3.0607,3407938,3414944,3407872,3407872,100
240438,10000,0,0.466286,0.841072,0.77897,0.408689,3.10282,3.09949,3.07228,3.07617,3407938,3414944,3407872,3407872,50
240438,10000,1,0.924627,1.62776,1.51819,0.810016,2.71785,2.78933,2.78556,2.73344,3407941,3414944,3407872,3407872,100
240438,10000,1,0.459909,0.817461,0.760444,0.402949,2.75181,2.75515,2.71832,2.73912,3407988,3414944,3407872,3407872,50
240438,10000,2,0.924578,1.66446,1.54956,0.803408,3.06097,3.11321,3.08278,3.051,3407935,3414944,3407872,3407872,100
240438,10000,2,0.46176,0.823172,0.767732,0.400497,3.0085,3.08874,3.09495,3.06845,3407942,3414944,3407872,3407872,50
270492,10000,0,0.951027,1.72552,1.60228,0.831406,3.09179,3.15493,3.1211,3.09071,3670104,3677632,3670016,3670016,100
270492,10000,0,0.484533,0.865168,0.81412,0.423893,3.03824,3.1484,3.11436,3.09919,3670104,3677632,3670016,3670016,50
270492,10000,1,0.941135,1.68383,1.55581,0.812445,2.71678,2.80919,2.75599,2.748,3670140,3677632,3670016,3670016,100
270492,10000,1,0.482853,0.849362,0.797987,0.415976,2.73394,2.76984,2.76478,2.76471,3670059,3677632,3670016,3670016,50
270492,10000,2,0.947135,1.7311,1.60732,0.829068,3.01953,3.13573,3.1538,3.11792,3670104,3677632,3670016,3670016,100
270492,10000,2,0.484777,0.869214,0.811789,0.423327,3.10189,3.13395,3.15002,3.07916,3670095,3677632,3670016,3670016,50
304303,10000,0,1.03486,1.79757,1.67331,0.909792,4.05392,4.12444,4.12718,4.08509,4456540,4465696,4456448,4456448,100
304303,10000,0,0.5243,0.913199,0.847746,0.460455,4.04932,4.13448,4.17138,4.05624,4456540,4465696,4456448,4456448,50
304303,10000,1,1.04362,1.74203,1.63402,0.892236,3.56389,3.66845,3.7476,3.59788,4456538,4465696,4456448,4456448,100
304303,10000,1,0.521656,0.886035,0.829236,0.456561,3.64385,3.67104,3.65305,3.64218,4456576,4465696,4456448,4456448,50
304303,10000,2,1.04537,1.80885,1.68397,0.91161,3.95058,4.13824,4.13131,4.07721,4456546,4465696,4456448,4456448,100
304303,10000,2,0.524014,0.900011,0.838916,0.45836,4.07307,4.12798,4.11002,4.08174,4456536,4465696,4456448,4456448,50
342340,10000,0,1.0928,1.89673,1.73382,0.984558,4.07592,4.17945,4.14925,4.1066,4718708,4728384,4718592,4718592,100
342340,10000,0,6.249,6.73309,6.67705,6.31153,4.08906,4.17143,4.16023,4.12419,7471089,7486608,7471104,7471104,50
342340,10000,1,1.10091,1.80015,1.68426,0.951728,3.67439,3.66155,3.73947,3.68711,4718698,4728384,4718592,4718592,100
342340,10000,1,5.78304,6.24896,6.15997,5.7611,3.61967,3.69398,3.70828,3.6891,7471075,7486608,7471104,7471104,50
342340,10000,2,1.10137,1.89523,1.75879,0.980056,4.07996,4.17879,4.17406,4.12704,4718708,4728384,4718592,4718592,100
342340,10000,2,6.00335,6.74816,6.68936,6.32802,4.00054,4.17265,4.16866,4.14113,7471133,7486608,7471104,7471104,50
385132,10000,0,1.20836,1.97554,1.85138,1.06799,9.664,9.99637,9.99489,9.90268,7733283,7749296,7733248,7733248,100
385132,10000,0,0.603468,0.985128,0.929565,0.545644,9.98598,10.0098,10.0306,9.90714,7733253,7749296,7733248,7733248,50
385132,10000,1,1.16916,1.91255,1.80659,1.0539,9.03725,9.03541,9.00647,9.0853,7733286,7749296,7733248,7733248,100
385132,10000,1,0.614467,0.990689,0.928941,0.550735,9.02676,8.9824,8.92686,8.99895,7733343,7749296,7733248,7733248,50
385132,10000,2,1.18835,1.95511,1.83911,1.07302,9.9674,10.0156,10.0102,9.93077,7733242,7749296,7733248,7733248,100
385132,10000,2,0.607041,0.976566,0.924671,0.539523,9.94308,10.0047,9.98303,9.92287,7733234,7749296,7733248,7733248,50
433273,10000,0,1.25108,2.01728,1.9011,1.12743,10.9407,10.9913,11.0244,10.9494,8650741,8668704,8650752,8650752,100
433273,10000,0,0.643516,1.01508,0.95943,0.575908,10.9624,10.9858,10.9626,10.8895,8650739,8668704,8650752,8650752,50
433273,10000,1,1.27254,1.98068,1.85765,1.10989,9.78114,9.8692,9.94979,9.89126,8650704,8668704,8650752,8650752,100
433273,10000,1,0.646274,0.99116,0.937614,0.55922,9.85152,9.92611,9.918,9.98098,8650847,8668704,8650752,8650752,50
433273,10000,2,1.274,2.02363,1.90845,1.12697,10.9643,10.9481,11.0388,10.9461,8650722,8668704,8650752,8650752,100
433273,10000,2,0.634043,1.00829,0.962004,0.58275,10.9571,11.0078,10.992,10.9725,8650754,8668704,8650752,8650752,50
487432,10000,0,1.35454,2.07649,1.97008,1.20946,11.5784,11.9805,12.0432,11.8893,9568297,9588112,9568256,9568256,100
487432,10000,0,0.676929,1.03708,0.986412,0.604597,11.63,12.0384,12.0223,11.8648,9699377,9719456,9699328,9699328,50
487432,10000,1,1.35401,2.07512,1.91077,1.21767,10.6336,10.7344,10.8111,10.7799,9568346,9588112,9568256,9568256,100
487432,10000,1,0.689545,1.03778,0.952587,0.608933,10.6191,10.7849,10.6727,10.8496,9699374,9719456,9699328,9699328,50
487432,10000,2,1.34312,2.11887,1.99063,1.22639,11.9675,11.9929,12.0114,11.9021,9568275,9588112,9568256,9568256,100
487432,10000,2,0.671946,1.04916,0.999523,0.615616,11.9152,11.9779,11.9853,11.9499,9699320,9719456,9699328,9699328,50
548361,10000,0,1.4203,2.1842,2.06692,1.29118,12.9763,12.9807,13.0125,12.9045,10616802,10638864,10616832,10616832,100
548361,10000,0,0.717573,1.0781,1.02592,0.639933,12.6848,12.9975,13.1133,12.8697,10616921,10638864,10616832,10616832,50
548361,10000,1,1.44786,2.11451,1.95253,1.26483,11.6363,11.79,11.7165,11.7003,10616937,10638864,10616832,10616832,100
548361,10000,1,0.738739,1.07299,0.998417,0.643892,11.7104,11.7494,11.7711,11.5993,10616812,10638864,10616832,10616832,50
548361,10000,2,1.43005,2.16685,2.0483,1.2793,12.929,13.0281,13.0154,12.9412,10616797,10638864,10616832,10616832,100
548361,10000,2,0.737065,1.12747,1.07119,0.672861,12.9917,12.9485,13.0758,12.8768,10616838,10638864,10616832,10616832,50
616906,10000,0,1.67012,2.40679,2.27431,1.52536,18.5083,18.9041,18.8027,18.7349,13762451,13791120,13762560,13762560,100
616906,10000,0,0.838192,1.21423,1.15024,0.779151,18.8822,18.8649,18.8583,18.8169,13762567,13791120,13762560,13762560,50
616906,10000,1,1.7434,2.37832,2.24775,1.52801,17.1187,17.1672,17.0982,16.995,13762619,13791120,13762560,13762560,100
616906,10000,1,0.888923,1.19739,1.12373,0.762609,17.0796,17.1068,17.0528,17.0106,13762623,13791120,13762560,13762560,50
616906,10000,2,1.67088,2.39715,2.2435,1.52931,18.122,18.8074,18.8999,18.7107,13762517,13791120,13762560,13762560,100
616906,10000,2,0.853675,1.20867,1.14586,0.775561,17.8521,18.9289,18.8772,18.7146,13762577,13791120,13762560,13762560,50
