size,numberQueries,dataDistribution,snappy_read_times,simd_read_times,rle_read_times,uncompressed_read_times,snappy_load_times,simd_load_times,rle_load_times,uncompressed_load_times,snappy_sizes,simd_sizes,rle_sizes,uncompressed_sizes,readPercentage
270492,10000,1,2.20656,4.63836,4.14872,1.75487,0.265267,0.268796,0.262555,0.261285,2097265,2101360,2097152,2097152,100
270492,10000,1,1.09614,2.30617,2.06891,0.888242,0.265251,0.267122,0.262406,0.261557,2097250,2101360,2097152,2097152,50
270492,10000,2,2.20754,4.69237,4.20358,1.77782,0.337884,0.339783,0.334567,0.333221,2097260,2101360,2097152,2097152,100
270492,10000,2,1.11641,2.35428,2.10098,0.900506,0.337326,0.340291,0.338331,0.332913,2097260,2101360,2097152,2097152,50
304303,10000,0,2.25405,4.50455,4.03057,1.87648,0.362287,0.364779,0.359398,0.358111,2097260,2101360,2097152,2097152,100
304303,10000,0,1.15243,2.29072,2.05673,0.947396,0.361974,0.365079,0.358954,0.35908,2097260,2101360,2097152,2097152,50
304303,10000,1,2.26162,4.43223,4.00153,1.87582,0.287834,0.289415,0.285492,0.284081,2097268,2101360,2097152,2097152,100
304303,10000,1,1.1544,2.24028,2.00779,0.942849,0.287986,0.29046,0.285501,0.284734,2097265,2101360,2097152,2097152,50
304303,10000,2,2.29067,4.5176,4.05308,1.8765,0.363122,0.365281,0.358974,0.358305,2097260,2101360,2097152,2097152,100
304303,10000,2,1.12638,2.21887,2.00954,0.948514,0.363091,0.364979,0.35906,0.358711,2097260,2101360,2097152,2097152,50
342340,10000,0,2.47251,4.78633,4.35207,2.03219,17.8108,17.9035,17.8699,17.6906,4718819,4728060,4718592,4718592,100
342340,10000,0,1.2529,2.4078,2.19025,1.02008,17.1648,18.0774,17.7955,17.4357,4718819,4728060,4718592,4718592,50
342340,10000,1,2.47632,4.75922,4.32579,2.01472,16.2842,16.3643,16.0904,16.2922,4718817,4728060,4718592,4718592,100
342340,10000,1,1.24316,2.38849,2.16515,1.01086,16.3595,16.3844,16.1277,16.3519,4718806,4728060,4718592,4718592,50
342340,10000,2,2.4473,4.7722,4.35827,2.00476,16.5964,17.5965,17.3129,17.5497,4718819,4728060,4718592,4718592,100
342340,10000,2,1.24311,2.41028,2.19621,1.01836,16.8322,17.9479,17.4917,17.6092,4718819,4728060,4718592,4718592,50
385132,10000,0,2.59368,4.62416,4.27291,2.19473,17.6434,17.4382,17.2389,18.0803,4718819,4728060,4718592,4718592,100
385132,10000,0,1.30592,2.31039,2.14886,1.10966,17.4445,17.5537,17.6424,17.9313,4718819,4728060,4718592,4718592,50
385132,10000,1,2.54424,4.5436,4.19778,2.1465,16.3109,16.4212,16.225,16.3294,4718823,4728060,4718592,4718592,100
385132,10000,1,1.31936,2.33195,2.14998,1.12371,16.3221,16.4396,16.2433,16.3481,4718828,4728060,4718592,4718592,50
385132,10000,2,2.60164,4.56747,4.23553,2.15982,17.855,18.1898,17.1123,17.5348,4718819,4728060,4718592,4718592,100
385132,10000,2,1.29886,2.25979,2.10082,1.08723,17.3842,17.4594,17.9233,17.7104,4718819,4728060,4718592,4718592,50
433273,10000,0,2.66522,4.81502,4.44501,2.25473,17.4226,17.9603,17.8659,17.4068,5243134,5253400,5242880,5242880,100
433273,10000,0,1.33692,2.39864,2.20971,1.13404,17.0596,18.2451,17.8502,18.6381,5243134,5253400,5242880,5242880,50
433273,10000,1,2.63346,4.75791,4.38151,2.23299,16.3818,16.4846,16.2707,16.3849,5243119,5253400,5242880,5242880,100
433273,10000,1,1.29059,2.30439,2.12669,1.09154,16.4558,16.4535,16.29,16.3456,5243148,5253400,5242880,5242880,50
433273,10000,2,2.68118,4.83459,4.45293,2.27487,18.143,17.9546,17.9601,17.5236,5243134,5253400,5242880,5242880,100
433273,10000,2,1.3617,2.45467,2.2664,1.15327,17.5135,17.6595,17.8294,17.5041,5243134,5253400,5242880,5242880,50
487432,10000,0,2.78608,4.95472,4.58498,2.31644,16.7779,17.5349,17.7697,17.9557,5767449,5778740,5767168,5767168,100
487432,10000,0,1.40133,2.50041,2.3172,1.17484,17.5075,18.2465,17.6188,17.9246,5767449,5778740,5767168,5767168,50
487432,10000,1,2.70754,4.87126,4.50835,2.26829,16.4478,16.6388,16.2527,16.4376,5767484,5778740,5767168,5767168,100
487432,10000,1,1.3962,2.51404,2.30751,1.18557,16.4963,16.5475,16.2314,16.4748,5767479,5778740,5767168,5767168,50
487432,10000,2,2.78169,5.00136,4.61403,2.32778,17.7175,17.5219,17.744,17.8079,5767449,5778740,5767168,5767168,100
487432,10000,2,1.38708,2.47444,2.293,1.16603,16.9203,17.5735,17.2346,17.3771,5767449,5778740,5767168,5767168,50
548361,10000,0,2.92283,5.1105,4.71634,2.41828,17.7837,17.9417,18.0638,18.1404,6291764,6304080,6291456,6291456,100
548361,10000,0,1.45876,2.5628,2.36901,1.22041,17.6608,18.2805,17.586,17.4605,6291764,6304080,6291456,6291456,50
548361,10000,1,2.8573,5.01039,4.63127,2.3757,16.5124,16.5829,16.6104,16.4786,6291772,6304080,6291456,6291456,100
548361,10000,1,1.415,2.48961,2.30844,1.19377,16.5699,16.5756,16.3001,16.4788,6291763,6304080,6291456,6291456,50
548361,10000,2,2.89152,5.13077,4.72074,2.42256,17.6002,17.5753,17.3499,17.8655,6291762,6304080,6291456,6291456,100
548361,10000,2,1.44368,2.52586,2.33179,1.18224,16.9947,18.015,18.272,17.9238,6291763,6304080,6291456,6291456,50
616906,10000,0,3.18805,5.36223,4.94203,2.57383,33.7259,34.5779,34.9266,35.1563,8913323,8930780,8912896,8912896,100
616906,10000,0,1.60384,2.70926,2.5063,1.29508,34.542,35.0719,34.7617,34.3865,8913323,8930780,8912896,8912896,50
616906,10000,1,3.1361,5.28974,4.89382,2.57706,32.4613,32.7017,32.7705,32.4436,8913370,8930780,8912896,8912896,100
616906,10000,1,1.58461,2.64272,2.45675,1.28595,32.5116,32.6247,32.5146,32.5129,8913342,8930780,8912896,8912896,50
616906,10000,2,3.18339,5.36329,4.9498,2.58316,34.7773,35.0129,34.5508,34.7471,8913323,8930780,8912896,8912896,100
616906,10000,2,1.61835,2.71919,2.53302,1.32769,34.7834,34.9163,33.9677,35.1402,8913323,8930780,8912896,8912896,50
694019,10000,0,3.34078,5.52921,5.09479,2.70532,32.8278,35.186,34.8068,34.6688,9437638,9456120,9437184,9437184,100
694019,10000,0,1.67508,2.74865,2.54788,1.35907,33.1429,34.452,34.7232,35.0388,9437638,9456120,9437184,9437184,50
694019,10000,1,3.18963,5.38844,5.03431,2.72118,32.4959,32.6257,32.9376,32.6026,9437628,9456120,9437184,9437184,100
694019,10000,1,1.61823,2.71896,2.52826,1.37189,32.5296,32.6471,32.7391,32.6013,9437670,9456120,9437184,9437184,50
694019,10000,2,3.31328,5.52281,5.08088,2.73929,34.6892,35.619,36.0278,34.8493,9437638,9456120,9437184,9437184,100
694019,10000,2,1.6338,2.78752,2.58158,1.37458,34.1138,35.1344,35.3407,35.5669,9437654,9456120,9437184,9437184,50
